Description,state_full_name,state_abbrievation,state_code,county_name,county_code
"Sevier County, Utah",Utah,UT,49,Sevier,041
"Summit County, Utah",Utah,UT,49,Summit,043
"Tooele County, Utah",Utah,UT,49,Tooele,045
"Uintah County, Utah",Utah,UT,49,Uintah,047
"Utah County, Utah",Utah,UT,49,Utah,049
"Wasatch County, Utah",Utah,UT,49,Wasatch,051
"Washington County, Utah",Utah,UT,49,Washington,053
"Wayne County, Utah",Utah,UT,49,Wayne,055
"Weber County, Utah",Utah,UT,49,Weber,057
"Addison County, Vermont",Vermont,VT,50,Addison,001
"Bennington County, Vermont",Vermont,VT,50,Bennington,003
"Caledonia County, Vermont",Vermont,VT,50,Caledonia,005
"Chittenden County, Vermont",Vermont,VT,50,Chittenden,007
"Essex County, Vermont",Vermont,VT,50,Essex,009
"Franklin County, Vermont",Vermont,VT,50,Franklin,011
"Grand Isle County, Vermont",Vermont,VT,50,Grand Isle,013
"Lamoille County, Vermont",Vermont,VT,50,Lamoille,015
"Orange County, Vermont",Vermont,VT,50,Orange,017
"Orleans County, Vermont",Vermont,VT,50,Orleans,019
"Rutland County, Vermont",Vermont,VT,50,Rutland,021
"Washington County, Vermont",Vermont,VT,50,Washington,023
"Windham County, Vermont",Vermont,VT,50,Windham,025
"Windsor County, Vermont",Vermont,VT,50,Windsor,027
"Accomack County, Virginia",Virginia,VA,51,Accomack,001
"Albemarle County, Virginia",Virginia,VA,51,Albemarle,003
"Alleghany County, Virginia",Virginia,VA,51,Alleghany,005
"Amelia County, Virginia",Virginia,VA,51,Amelia,007
"Amherst County, Virginia",Virginia,VA,51,Amherst,009
"Appomattox County, Virginia",Virginia,VA,51,Appomattox,011
"Arlington County, Virginia",Virginia,VA,51,Arlington,013
"Augusta County, Virginia",Virginia,VA,51,Augusta,015
"Bath County, Virginia",Virginia,VA,51,Bath,017
"Bedford County, Virginia",Virginia,VA,51,Bedford,019
"Bland County, Virginia",Virginia,VA,51,Bland,021
"Botetourt County, Virginia",Virginia,VA,51,Botetourt,023
"Brunswick County, Virginia",Virginia,VA,51,Brunswick,025
"Buchanan County, Virginia",Virginia,VA,51,Buchanan,027
"Buckingham County, Virginia",Virginia,VA,51,Buckingham,029
"Campbell County, Virginia",Virginia,VA,51,Campbell,031
"Caroline County, Virginia",Virginia,VA,51,Caroline,033
"Carroll County, Virginia",Virginia,VA,51,Carroll,035
"Charles City County, Virginia",Virginia,VA,51,Charles City,036
"Charlotte County, Virginia",Virginia,VA,51,Charlotte,037
"Chesterfield County, Virginia",Virginia,VA,51,Chesterfield,041
"Clarke County, Virginia",Virginia,VA,51,Clarke,043
"Craig County, Virginia",Virginia,VA,51,Craig,045
"Culpeper County, Virginia",Virginia,VA,51,Culpeper,047
"Cumberland County, Virginia",Virginia,VA,51,Cumberland,049
"Dickenson County, Virginia",Virginia,VA,51,Dickenson,051
"Dinwiddie County, Virginia",Virginia,VA,51,Dinwiddie,053
"Essex County, Virginia",Virginia,VA,51,Essex,057
"Fairfax County, Virginia",Virginia,VA,51,Fairfax,059
"Fauquier County, Virginia",Virginia,VA,51,Fauquier,061
"Floyd County, Virginia",Virginia,VA,51,Floyd,063
"Fluvanna County, Virginia",Virginia,VA,51,Fluvanna,065
"Franklin County, Virginia",Virginia,VA,51,Franklin,067
"Frederick County, Virginia",Virginia,VA,51,Frederick,069
"Giles County, Virginia",Virginia,VA,51,Giles,071
"Gloucester County, Virginia",Virginia,VA,51,Gloucester,073
"Goochland County, Virginia",Virginia,VA,51,Goochland,075
"Grayson County, Virginia",Virginia,VA,51,Grayson,077
"Greene County, Virginia",Virginia,VA,51,Greene,079
"Greensville County, Virginia",Virginia,VA,51,Greensville,081
"Halifax County, Virginia",Virginia,VA,51,Halifax,083
"Hanover County, Virginia",Virginia,VA,51,Hanover,085
"Henrico County, Virginia",Virginia,VA,51,Henrico,087
"Henry County, Virginia",Virginia,VA,51,Henry,089
"Highland County, Virginia",Virginia,VA,51,Highland,091
"Isle of Wight County, Virginia",Virginia,VA,51,Isle of Wight,093
"James City County, Virginia",Virginia,VA,51,James City,095
"King and Queen County, Virginia",Virginia,VA,51,King and Queen,097
"King George County, Virginia",Virginia,VA,51,King George,099
"King William County, Virginia",Virginia,VA,51,King William,101
"Lancaster County, Virginia",Virginia,VA,51,Lancaster,103
"Lee County, Virginia",Virginia,VA,51,Lee,105
"Loudoun County, Virginia",Virginia,VA,51,Loudoun,107
"Louisa County, Virginia",Virginia,VA,51,Louisa,109
"Lunenburg County, Virginia",Virginia,VA,51,Lunenburg,111
"Madison County, Virginia",Virginia,VA,51,Madison,113
"Mathews County, Virginia",Virginia,VA,51,Mathews,115
"Mecklenburg County, Virginia",Virginia,VA,51,Mecklenburg,117
"Middlesex County, Virginia",Virginia,VA,51,Middlesex,119
"Montgomery County, Virginia",Virginia,VA,51,Montgomery,121
"Nelson County, Virginia",Virginia,VA,51,Nelson,125
"New Kent County, Virginia",Virginia,VA,51,New Kent,127
"Northampton County, Virginia",Virginia,VA,51,Northampton,131
"Northumberland County, Virginia",Virginia,VA,51,Northumberland,133
"Nottoway County, Virginia",Virginia,VA,51,Nottoway,135
"Orange County, Virginia",Virginia,VA,51,Orange,137
"Page County, Virginia",Virginia,VA,51,Page,139
"Patrick County, Virginia",Virginia,VA,51,Patrick,141
"Pittsylvania County, Virginia",Virginia,VA,51,Pittsylvania,143
"Powhatan County, Virginia",Virginia,VA,51,Powhatan,145
"Prince Edward County, Virginia",Virginia,VA,51,Prince Edward,147
"Prince George County, Virginia",Virginia,VA,51,Prince George,149
"Prince William County, Virginia",Virginia,VA,51,Prince William,153
"Pulaski County, Virginia",Virginia,VA,51,Pulaski,155
"Rappahannock County, Virginia",Virginia,VA,51,Rappahannock,157
"Richmond County, Virginia",Virginia,VA,51,Richmond,159
"Roanoke County, Virginia",Virginia,VA,51,Roanoke,161
"Rockbridge County, Virginia",Virginia,VA,51,Rockbridge,163
"Rockingham County, Virginia",Virginia,VA,51,Rockingham,165
"Russell County, Virginia",Virginia,VA,51,Russell,167
"Scott County, Virginia",Virginia,VA,51,Scott,169
"Shenandoah County, Virginia",Virginia,VA,51,Shenandoah,171
"Smyth County, Virginia",Virginia,VA,51,Smyth,173
"Southampton County, Virginia",Virginia,VA,51,Southampton,175
"Spotsylvania County, Virginia",Virginia,VA,51,Spotsylvania,177
"Stafford County, Virginia",Virginia,VA,51,Stafford,179
"Surry County, Virginia",Virginia,VA,51,Surry,181
"Sussex County, Virginia",Virginia,VA,51,Sussex,183
"Tazewell County, Virginia",Virginia,VA,51,Tazewell,185
"Warren County, Virginia",Virginia,VA,51,Warren,187
"Washington County, Virginia",Virginia,VA,51,Washington,191
"Westmoreland County, Virginia",Virginia,VA,51,Westmoreland,193
"Wise County, Virginia",Virginia,VA,51,Wise,195
"Wythe County, Virginia",Virginia,VA,51,Wythe,197
"York County, Virginia",Virginia,VA,51,York,199
"Alexandria city, Virginia",Virginia,VA,51,Alexandr,510
"Bedford city, Virginia",Virginia,VA,51,Bedfo,515
"Bristol city, Virginia",Virginia,VA,51,Brist,520
"Buena Vista city, Virginia",Virginia,VA,51,Buena Vis,530
"Charlottesville city, Virginia",Virginia,VA,51,Charlottesvil,540
"Chesapeake city, Virginia",Virginia,VA,51,Chesapea,550
"Colonial Heights city, Virginia",Virginia,VA,51,Colonial Heigh,570
"Covington city, Virginia",Virginia,VA,51,Covingt,580
"Danville city, Virginia",Virginia,VA,51,Danvil,590
"Emporia city, Virginia",Virginia,VA,51,Empor,595
"Fairfax city, Virginia",Virginia,VA,51,Fairf,600
"Falls Church city, Virginia",Virginia,VA,51,Falls Chur,610
"Franklin city, Virginia",Virginia,VA,51,Frankl,620
"Fredericksburg city, Virginia",Virginia,VA,51,Fredericksbu,630
"Galax city, Virginia",Virginia,VA,51,Gal,640
"Hampton city, Virginia",Virginia,VA,51,Hampt,650
"Harrisonburg city, Virginia",Virginia,VA,51,Harrisonbu,660
"Hopewell city, Virginia",Virginia,VA,51,Hopewe,670
"Lexington city, Virginia",Virginia,VA,51,Lexingt,678
"Lynchburg city, Virginia",Virginia,VA,51,Lynchbu,680
"Manassas city, Virginia",Virginia,VA,51,Manass,683
"Manassas Park city, Virginia",Virginia,VA,51,Manassas Pa,685
"Martinsville city, Virginia",Virginia,VA,51,Martinsvil,690
"Newport News city, Virginia",Virginia,VA,51,Newport Ne,700
"Norfolk city, Virginia",Virginia,VA,51,Norfo,710
"Norton city, Virginia",Virginia,VA,51,Nort,720
"Petersburg city, Virginia",Virginia,VA,51,Petersbu,730
"Poquoson city, Virginia",Virginia,VA,51,Poquos,735
"Portsmouth city, Virginia",Virginia,VA,51,Portsmou,740
"Radford city, Virginia",Virginia,VA,51,Radfo,750
"Richmond city, Virginia",Virginia,VA,51,Richmo,760
"Roanoke city, Virginia",Virginia,VA,51,Roano,770
"Salem city, Virginia",Virginia,VA,51,Sal,775
"Staunton city, Virginia",Virginia,VA,51,Staunt,790
"Suffolk city, Virginia",Virginia,VA,51,Suffo,800
"Virginia Beach city, Virginia",Virginia,VA,51,Virginia Bea,810
"Waynesboro city, Virginia",Virginia,VA,51,Waynesbo,820
"Williamsburg city, Virginia",Virginia,VA,51,Williamsbu,830
"Winchester city, Virginia",Virginia,VA,51,Winchest,840
"Adams County, Washington",Washington,WA,53,Adams,001
"Asotin County, Washington",Washington,WA,53,Asotin,003
"Benton County, Washington",Washington,WA,53,Benton,005
"Chelan County, Washington",Washington,WA,53,Chelan,007
"Clallam County, Washington",Washington,WA,53,Clallam,009
"Clark County, Washington",Washington,WA,53,Clark,011
"Columbia County, Washington",Washington,WA,53,Columbia,013
"Cowlitz County, Washington",Washington,WA,53,Cowlitz,015
"Douglas County, Washington",Washington,WA,53,Douglas,017
"Ferry County, Washington",Washington,WA,53,Ferry,019
"Franklin County, Washington",Washington,WA,53,Franklin,021
"Garfield County, Washington",Washington,WA,53,Garfield,023
"Grant County, Washington",Washington,WA,53,Grant,025
"Grays Harbor County, Washington",Washington,WA,53,Grays Harbor,027
"Island County, Washington",Washington,WA,53,Island,029
"Jefferson County, Washington",Washington,WA,53,Jefferson,031
"King County, Washington",Washington,WA,53,King,033
"Kitsap County, Washington",Washington,WA,53,Kitsap,035
"Kittitas County, Washington",Washington,WA,53,Kittitas,037
"Klickitat County, Washington",Washington,WA,53,Klickitat,039
"Lewis County, Washington",Washington,WA,53,Lewis,041
"Lincoln County, Washington",Washington,WA,53,Lincoln,043
"Mason County, Washington",Washington,WA,53,Mason,045
"Okanogan County, Washington",Washington,WA,53,Okanogan,047
"Pacific County, Washington",Washington,WA,53,Pacific,049
"Pend Oreille County, Washington",Washington,WA,53,Pend Oreille,051
"Pierce County, Washington",Washington,WA,53,Pierce,053
"San Juan County, Washington",Washington,WA,53,San Juan,055
"Skagit County, Washington",Washington,WA,53,Skagit,057
"Skamania County, Washington",Washington,WA,53,Skamania,059
"Snohomish County, Washington",Washington,WA,53,Snohomish,061
"Spokane County, Washington",Washington,WA,53,Spokane,063
"Stevens County, Washington",Washington,WA,53,Stevens,065
"Thurston County, Washington",Washington,WA,53,Thurston,067
"Wahkiakum County, Washington",Washington,WA,53,Wahkiakum,069
"Walla Walla County, Washington",Washington,WA,53,Walla Walla,071
"Whatcom County, Washington",Washington,WA,53,Whatcom,073
"Whitman County, Washington",Washington,WA,53,Whitman,075
"Yakima County, Washington",Washington,WA,53,Yakima,077
"Barbour County, West Virginia",West Virginia,WV,54,Barbour,001
"Berkeley County, West Virginia",West Virginia,WV,54,Berkeley,003
"Boone County, West Virginia",West Virginia,WV,54,Boone,005
"Braxton County, West Virginia",West Virginia,WV,54,Braxton,007
"Brooke County, West Virginia",West Virginia,WV,54,Brooke,009
"Cabell County, West Virginia",West Virginia,WV,54,Cabell,011
"Calhoun County, West Virginia",West Virginia,WV,54,Calhoun,013
"Clay County, West Virginia",West Virginia,WV,54,Clay,015
"Doddridge County, West Virginia",West Virginia,WV,54,Doddridge,017
"Fayette County, West Virginia",West Virginia,WV,54,Fayette,019
"Gilmer County, West Virginia",West Virginia,WV,54,Gilmer,021
"Grant County, West Virginia",West Virginia,WV,54,Grant,023
"Greenbrier County, West Virginia",West Virginia,WV,54,Greenbrier,025
"Hampshire County, West Virginia",West Virginia,WV,54,Hampshire,027
"Hancock County, West Virginia",West Virginia,WV,54,Hancock,029
"Hardy County, West Virginia",West Virginia,WV,54,Hardy,031
"Harrison County, West Virginia",West Virginia,WV,54,Harrison,033
"Jackson County, West Virginia",West Virginia,WV,54,Jackson,035
"Jefferson County, West Virginia",West Virginia,WV,54,Jefferson,037
"Kanawha County, West Virginia",West Virginia,WV,54,Kanawha,039
"Lewis County, West Virginia",West Virginia,WV,54,Lewis,041
"Lincoln County, West Virginia",West Virginia,WV,54,Lincoln,043
"Logan County, West Virginia",West Virginia,WV,54,Logan,045
"McDowell County, West Virginia",West Virginia,WV,54,McDowell,047
"Marion County, West Virginia",West Virginia,WV,54,Marion,049
"Marshall County, West Virginia",West Virginia,WV,54,Marshall,051
"Mason County, West Virginia",West Virginia,WV,54,Mason,053
"Mercer County, West Virginia",West Virginia,WV,54,Mercer,055
"Mineral County, West Virginia",West Virginia,WV,54,Mineral,057
"Mingo County, West Virginia",West Virginia,WV,54,Mingo,059
"Monongalia County, West Virginia",West Virginia,WV,54,Monongalia,061
"Monroe County, West Virginia",West Virginia,WV,54,Monroe,063
"Morgan County, West Virginia",West Virginia,WV,54,Morgan,065
"Nicholas County, West Virginia",West Virginia,WV,54,Nicholas,067
"Ohio County, West Virginia",West Virginia,WV,54,Ohio,069
"Pendleton County, West Virginia",West Virginia,WV,54,Pendleton,071
"Pleasants County, West Virginia",West Virginia,WV,54,Pleasants,073
"Pocahontas County, West Virginia",West Virginia,WV,54,Pocahontas,075
"Preston County, West Virginia",West Virginia,WV,54,Preston,077
"Putnam County, West Virginia",West Virginia,WV,54,Putnam,079
"Raleigh County, West Virginia",West Virginia,WV,54,Raleigh,081
"Randolph County, West Virginia",West Virginia,WV,54,Randolph,083
"Ritchie County, West Virginia",West Virginia,WV,54,Ritchie,085
"Roane County, West Virginia",West Virginia,WV,54,Roane,087
"Summers County, West Virginia",West Virginia,WV,54,Summers,089
"Taylor County, West Virginia",West Virginia,WV,54,Taylor,091
"Tucker County, West Virginia",West Virginia,WV,54,Tucker,093
"Tyler County, West Virginia",West Virginia,WV,54,Tyler,095
"Upshur County, West Virginia",West Virginia,WV,54,Upshur,097
"Wayne County, West Virginia",West Virginia,WV,54,Wayne,099
"Webster County, West Virginia",West Virginia,WV,54,Webster,101
"Wetzel County, West Virginia",West Virginia,WV,54,Wetzel,103
"Wirt County, West Virginia",West Virginia,WV,54,Wirt,105
"Wood County, West Virginia",West Virginia,WV,54,Wood,107
"Wyoming County, West Virginia",West Virginia,WV,54,Wyoming,109
"Adams County, Wisconsin",Wisconsin,WI,55,Adams,001
"Ashland County, Wisconsin",Wisconsin,WI,55,Ashland,003
"Barron County, Wisconsin",Wisconsin,WI,55,Barron,005
"Bayfield County, Wisconsin",Wisconsin,WI,55,Bayfield,007
"Brown County, Wisconsin",Wisconsin,WI,55,Brown,009
"Buffalo County, Wisconsin",Wisconsin,WI,55,Buffalo,011
"Burnett County, Wisconsin",Wisconsin,WI,55,Burnett,013
"Calumet County, Wisconsin",Wisconsin,WI,55,Calumet,015
"Chippewa County, Wisconsin",Wisconsin,WI,55,Chippewa,017
"Clark County, Wisconsin",Wisconsin,WI,55,Clark,019
"Columbia County, Wisconsin",Wisconsin,WI,55,Columbia,021
"Crawford County, Wisconsin",Wisconsin,WI,55,Crawford,023
"Dane County, Wisconsin",Wisconsin,WI,55,Dane,025
"Dodge County, Wisconsin",Wisconsin,WI,55,Dodge,027
"Door County, Wisconsin",Wisconsin,WI,55,Door,029
"Douglas County, Wisconsin",Wisconsin,WI,55,Douglas,031
"Dunn County, Wisconsin",Wisconsin,WI,55,Dunn,033
"Eau Claire County, Wisconsin",Wisconsin,WI,55,Eau Claire,035
"Florence County, Wisconsin",Wisconsin,WI,55,Florence,037
"Fond du Lac County, Wisconsin",Wisconsin,WI,55,Fond du Lac,039
"Forest County, Wisconsin",Wisconsin,WI,55,Forest,041
"Grant County, Wisconsin",Wisconsin,WI,55,Grant,043
"Green County, Wisconsin",Wisconsin,WI,55,Green,045
"Green Lake County, Wisconsin",Wisconsin,WI,55,Green Lake,047
"Iowa County, Wisconsin",Wisconsin,WI,55,Iowa,049
"Iron County, Wisconsin",Wisconsin,WI,55,Iron,051
"Jackson County, Wisconsin",Wisconsin,WI,55,Jackson,053
"Jefferson County, Wisconsin",Wisconsin,WI,55,Jefferson,055
"Juneau County, Wisconsin",Wisconsin,WI,55,Juneau,057
"Kenosha County, Wisconsin",Wisconsin,WI,55,Kenosha,059
"Kewaunee County, Wisconsin",Wisconsin,WI,55,Kewaunee,061
"La Crosse County, Wisconsin",Wisconsin,WI,55,La Crosse,063
"Lafayette County, Wisconsin",Wisconsin,WI,55,Lafayette,065
"Langlade County, Wisconsin",Wisconsin,WI,55,Langlade,067
"Lincoln County, Wisconsin",Wisconsin,WI,55,Lincoln,069
"Manitowoc County, Wisconsin",Wisconsin,WI,55,Manitowoc,071
"Marathon County, Wisconsin",Wisconsin,WI,55,Marathon,073
"Marinette County, Wisconsin",Wisconsin,WI,55,Marinette,075
"Marquette County, Wisconsin",Wisconsin,WI,55,Marquette,077
"Menominee County, Wisconsin",Wisconsin,WI,55,Menominee,078
"Milwaukee County, Wisconsin",Wisconsin,WI,55,Milwaukee,079
"Monroe County, Wisconsin",Wisconsin,WI,55,Monroe,081
"Oconto County, Wisconsin",Wisconsin,WI,55,Oconto,083
"Oneida County, Wisconsin",Wisconsin,WI,55,Oneida,085
"Outagamie County, Wisconsin",Wisconsin,WI,55,Outagamie,087
"Ozaukee County, Wisconsin",Wisconsin,WI,55,Ozaukee,089
"Pepin County, Wisconsin",Wisconsin,WI,55,Pepin,091
"Pierce County, Wisconsin",Wisconsin,WI,55,Pierce,093
"Polk County, Wisconsin",Wisconsin,WI,55,Polk,095
"Portage County, Wisconsin",Wisconsin,WI,55,Portage,097
"Price County, Wisconsin",Wisconsin,WI,55,Price,099
"Racine County, Wisconsin",Wisconsin,WI,55,Racine,101
"Richland County, Wisconsin",Wisconsin,WI,55,Richland,103
"Rock County, Wisconsin",Wisconsin,WI,55,Rock,105
"Rusk County, Wisconsin",Wisconsin,WI,55,Rusk,107
"St. Croix County, Wisconsin",Wisconsin,WI,55,St. Croix,109
"Sauk County, Wisconsin",Wisconsin,WI,55,Sauk,111
"Sawyer County, Wisconsin",Wisconsin,WI,55,Sawyer,113
"Shawano County, Wisconsin",Wisconsin,WI,55,Shawano,115
"Sheboygan County, Wisconsin",Wisconsin,WI,55,Sheboygan,117
"Taylor County, Wisconsin",Wisconsin,WI,55,Taylor,119
"Trempealeau County, Wisconsin",Wisconsin,WI,55,Trempealeau,121
"Vernon County, Wisconsin",Wisconsin,WI,55,Vernon,123
"Vilas County, Wisconsin",Wisconsin,WI,55,Vilas,125
"Walworth County, Wisconsin",Wisconsin,WI,55,Walworth,127
"Washburn County, Wisconsin",Wisconsin,WI,55,Washburn,129
"Washington County, Wisconsin",Wisconsin,WI,55,Washington,131
"Waukesha County, Wisconsin",Wisconsin,WI,55,Waukesha,133
"Waupaca County, Wisconsin",Wisconsin,WI,55,Waupaca,135
"Waushara County, Wisconsin",Wisconsin,WI,55,Waushara,137
"Winnebago County, Wisconsin",Wisconsin,WI,55,Winnebago,139
"Wood County, Wisconsin",Wisconsin,WI,55,Wood,141
"Albany County, Wyoming",Wyoming,WY,56,Albany,001
"Big Horn County, Wyoming",Wyoming,WY,56,Big Horn,003
"Campbell County, Wyoming",Wyoming,WY,56,Campbell,005
"Carbon County, Wyoming",Wyoming,WY,56,Carbon,007
"Converse County, Wyoming",Wyoming,WY,56,Converse,009
"Crook County, Wyoming",Wyoming,WY,56,Crook,011
"Fremont County, Wyoming",Wyoming,WY,56,Fremont,013
"Goshen County, Wyoming",Wyoming,WY,56,Goshen,015
"Hot Springs County, Wyoming",Wyoming,WY,56,Hot Springs,017
"Johnson County, Wyoming",Wyoming,WY,56,Johnson,019
"Laramie County, Wyoming",Wyoming,WY,56,Laramie,021
"Lincoln County, Wyoming",Wyoming,WY,56,Lincoln,023
"Natrona County, Wyoming",Wyoming,WY,56,Natrona,025
"Niobrara County, Wyoming",Wyoming,WY,56,Niobrara,027
"Park County, Wyoming",Wyoming,WY,56,Park,029
"Platte County, Wyoming",Wyoming,WY,56,Platte,031
"Sheridan County, Wyoming",Wyoming,WY,56,Sheridan,033
"Sublette County, Wyoming",Wyoming,WY,56,Sublette,035
"Sweetwater County, Wyoming",Wyoming,WY,56,Sweetwater,037
"Teton County, Wyoming",Wyoming,WY,56,Teton,039
"Uinta County, Wyoming",Wyoming,WY,56,Uinta,041
"Washakie County, Wyoming",Wyoming,WY,56,Washakie,043
"Weston County, Wyoming",Wyoming,WY,56,Weston,045
"Adjuntas Municipio, Puerto Rico",Puerto Rico,PR,72,Adjuntas Mu,001
"Aguada Municipio, Puerto Rico",Puerto Rico,PR,72,Aguada Mu,003
"Aguadilla Municipio, Puerto Rico",Puerto Rico,PR,72,Aguadilla Mu,005
"Aguas Buenas Municipio, Puerto Rico",Puerto Rico,PR,72,Aguas Buenas Mu,007
"Aibonito Municipio, Puerto Rico",Puerto Rico,PR,72,Aibonito Mu,009
"Añasco Municipio, Puerto Rico",Puerto Rico,PR,72,Añasco Mu,011
"Arecibo Municipio, Puerto Rico",Puerto Rico,PR,72,Arecibo Mu,013
"Arroyo Municipio, Puerto Rico",Puerto Rico,PR,72,Arroyo Mu,015
"Barceloneta Municipio, Puerto Rico",Puerto Rico,PR,72,Barceloneta Mu,017
"Barranquitas Municipio, Puerto Rico",Puerto Rico,PR,72,Barranquitas Mu,019
"Bayamón Municipio, Puerto Rico",Puerto Rico,PR,72,Bayamón Mu,021
"Cabo Rojo Municipio, Puerto Rico",Puerto Rico,PR,72,Cabo Rojo Mu,023
"Caguas Municipio, Puerto Rico",Puerto Rico,PR,72,Caguas Mu,025
"Camuy Municipio, Puerto Rico",Puerto Rico,PR,72,Camuy Mu,027
"Canóvanas Municipio, Puerto Rico",Puerto Rico,PR,72,Canóvanas Mu,029
"Carolina Municipio, Puerto Rico",Puerto Rico,PR,72,Carolina Mu,031
"Cataño Municipio, Puerto Rico",Puerto Rico,PR,72,Cataño Mu,033
"Cayey Municipio, Puerto Rico",Puerto Rico,PR,72,Cayey Mu,035
"Ceiba Municipio, Puerto Rico",Puerto Rico,PR,72,Ceiba Mu,037
"Ciales Municipio, Puerto Rico",Puerto Rico,PR,72,Ciales Mu,039
"Cidra Municipio, Puerto Rico",Puerto Rico,PR,72,Cidra Mu,041
"Coamo Municipio, Puerto Rico",Puerto Rico,PR,72,Coamo Mu,043
"Comerío Municipio, Puerto Rico",Puerto Rico,PR,72,Comerío Mu,045
"Corozal Municipio, Puerto Rico",Puerto Rico,PR,72,Corozal Mu,047
"Culebra Municipio, Puerto Rico",Puerto Rico,PR,72,Culebra Mu,049
"Dorado Municipio, Puerto Rico",Puerto Rico,PR,72,Dorado Mu,051
"Fajardo Municipio, Puerto Rico",Puerto Rico,PR,72,Fajardo Mu,053
"Florida Municipio, Puerto Rico",Puerto Rico,PR,72,Florida Mu,054
"Guánica Municipio, Puerto Rico",Puerto Rico,PR,72,Guánica Mu,055
"Guayama Municipio, Puerto Rico",Puerto Rico,PR,72,Guayama Mu,057
"Guayanilla Municipio, Puerto Rico",Puerto Rico,PR,72,Guayanilla Mu,059
"Guaynabo Municipio, Puerto Rico",Puerto Rico,PR,72,Guaynabo Mu,061
"Gurabo Municipio, Puerto Rico",Puerto Rico,PR,72,Gurabo Mu,063
"Hatillo Municipio, Puerto Rico",Puerto Rico,PR,72,Hatillo Mu,065
"Hormigueros Municipio, Puerto Rico",Puerto Rico,PR,72,Hormigueros Mu,067
"Humacao Municipio, Puerto Rico",Puerto Rico,PR,72,Humacao Mu,069
"Isabela Municipio, Puerto Rico",Puerto Rico,PR,72,Isabela Mu,071
"Jayuya Municipio, Puerto Rico",Puerto Rico,PR,72,Jayuya Mu,073
"Juana Díaz Municipio, Puerto Rico",Puerto Rico,PR,72,Juana Díaz Mu,075
"Juncos Municipio, Puerto Rico",Puerto Rico,PR,72,Juncos Mu,077
"Lajas Municipio, Puerto Rico",Puerto Rico,PR,72,Lajas Mu,079
"Lares Municipio, Puerto Rico",Puerto Rico,PR,72,Lares Mu,081
"Las Marías Municipio, Puerto Rico",Puerto Rico,PR,72,Las Marías Mu,083
"Las Piedras Municipio, Puerto Rico",Puerto Rico,PR,72,Las Piedras Mu,085
"Loíza Municipio, Puerto Rico",Puerto Rico,PR,72,Loíza Mu,087
"Luquillo Municipio, Puerto Rico",Puerto Rico,PR,72,Luquillo Mu,089
"Manatí Municipio, Puerto Rico",Puerto Rico,PR,72,Manatí Mu,091
"Maricao Municipio, Puerto Rico",Puerto Rico,PR,72,Maricao Mu,093
"Maunabo Municipio, Puerto Rico",Puerto Rico,PR,72,Maunabo Mu,095
"Mayagüez Municipio, Puerto Rico",Puerto Rico,PR,72,Mayagüez Mu,097
"Moca Municipio, Puerto Rico",Puerto Rico,PR,72,Moca Mu,099
"Morovis Municipio, Puerto Rico",Puerto Rico,PR,72,Morovis Mu,101
"Naguabo Municipio, Puerto Rico",Puerto Rico,PR,72,Naguabo Mu,103
"Naranjito Municipio, Puerto Rico",Puerto Rico,PR,72,Naranjito Mu,105
"Orocovis Municipio, Puerto Rico",Puerto Rico,PR,72,Orocovis Mu,107
"Patillas Municipio, Puerto Rico",Puerto Rico,PR,72,Patillas Mu,109
"Peñuelas Municipio, Puerto Rico",Puerto Rico,PR,72,Peñuelas Mu,111
"Ponce Municipio, Puerto Rico",Puerto Rico,PR,72,Ponce Mu,113
"Quebradillas Municipio, Puerto Rico",Puerto Rico,PR,72,Quebradillas Mu,115
"Rincón Municipio, Puerto Rico",Puerto Rico,PR,72,Rincón Mu,117
"Río Grande Municipio, Puerto Rico",Puerto Rico,PR,72,Río Grande Mu,119
"Sabana Grande Municipio, Puerto Rico",Puerto Rico,PR,72,Sabana Grande Mu,121
"Salinas Municipio, Puerto Rico",Puerto Rico,PR,72,Salinas Mu,123
"San Germán Municipio, Puerto Rico",Puerto Rico,PR,72,San Germán Mu,125
"San Juan Municipio, Puerto Rico",Puerto Rico,PR,72,San Juan Mu,127
"San Lorenzo Municipio, Puerto Rico",Puerto Rico,PR,72,San Lorenzo Mu,129
"San Sebastián Municipio, Puerto Rico",Puerto Rico,PR,72,San Sebastián Mu,131
"Santa Isabel Municipio, Puerto Rico",Puerto Rico,PR,72,Santa Isabel Mu,133
"Toa Alta Municipio, Puerto Rico",Puerto Rico,PR,72,Toa Alta Mu,135
"Toa Baja Municipio, Puerto Rico",Puerto Rico,PR,72,Toa Baja Mu,137
"Trujillo Alto Municipio, Puerto Rico",Puerto Rico,PR,72,Trujillo Alto Mu,139
"Utuado Municipio, Puerto Rico",Puerto Rico,PR,72,Utuado Mu,141
"Vega Alta Municipio, Puerto Rico",Puerto Rico,PR,72,Vega Alta Mu,143
"Vega Baja Municipio, Puerto Rico",Puerto Rico,PR,72,Vega Baja Mu,145
"Vieques Municipio, Puerto Rico",Puerto Rico,PR,72,Vieques Mu,147
"Villalba Municipio, Puerto Rico",Puerto Rico,PR,72,Villalba Mu,149
"Yabucoa Municipio, Puerto Rico",Puerto Rico,PR,72,Yabucoa Mu,151
"Yauco Municipio, Puerto Rico",Puerto Rico,PR,72,Yauco Mu,153
